"Início dos relatórios","Término dos relatórios","Nome da campanha",Alcance,Frequência,Impressões,"Cliques no link","CTR (taxa de cliques no link)","CPM (custo por 1.000 impressões) (BRL)","CPC (custo por clique no link) (BRL)",Resultados,"Indicador de resultados","Custo por resultados",custom_derived_metrics:10226754541960158,custom_derived_metrics:2934961660156456,"Valor gasto (BRL)"
2021-10-31,2021-10-31,2021_perf_meio_aon_mkt-places-casa_rappi-turbo_traf_clicks_tipo-p,26029,1.049061,27306,1359,4.976928,13.457848,0.270405,1359,actions:link_click,0.27040470934511,0,,367.48
2021-10-31,2021-10-31,principale_junino_Meio_LAL_24/05/2021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_brand_topo_sazonal_mkt-places-delivery_sabores-veganos_rec_impressions_supporto,305471,1.03746,316914,324,0.102236,1.469642,1.4375,18600,estimated_ad_recallers,0.025040322580645,0.01234568,116.4375,465.75
2021-10-31,2021-10-31,principale_junino_topo_24052021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_perf_fundo_mkt-places-casa_aon_rappi-turbo_conv_lead_tipo-p,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Topo_Reconhecimento_DiadasMaes_01/05/2021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_brand_topo_sazonal_mkt-places-delivery_cremino-em-dobro_rec_impressions_speciali,328814,1.046643,344151,264,0.076711,1.366377,1.781212,20800,estimated_ad_recallers,0.022607692307692,0.00757576,235.12,470.24
2021-10-31,2021-10-31,Teste1_Topo_Reconhecimento_PE_042021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_brand_topo_mkt-places-delivery_sazonal_dia-das-crianças_rec_impressions_interesses_tipo-m,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Teste1_Fundo_Conv_CE_042021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,conv_lp_semana_do_gelato,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Vegano_Meio_Trafego_Engaj_042021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,rec_topo_int_regioes_casquinha,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Delivery_Meio_Trafego_Engaj_042021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_perf_fundo_aon_x_wp_msg_chat_tipo-p,27379,1.03079,28222,227,0.804337,11.086387,1.378326,,,,0,,312.88
2021-10-31,2021-10-31,Delivery_Topo_Reconhecimento_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_brand_topo_aon_mkt-places-delivery_leva-junto-uma-viagem_rec_impressions_principale,334316,1.057837,353652,325,0.091898,1.463557,1.592585,21600,estimated_ad_recallers,0.0239625,0,,517.59
2021-10-31,2021-10-31,Vegano_Topo_Reconhecimento_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_brand_topo_aon_mkt-places-delivery_primavera_rec_impressions_principale,398738,1.098782,438126,371,0.084679,1.572379,1.856873,21900,estimated_ad_recallers,0.031456621004566,0,,688.9
2021-10-31,2021-10-31,Vegano_Topo_Alcance_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_brand_topo_mkt-places-delivery_sazonal_crocante-vegano_rec_impressions_speciali,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,NovosProdutos_Topo_traf_itaim_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,rec_topo_int_regioes_speciali_ninho_al_cafe,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Vegano_Fundo_Conv_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,rec_topo_int_regioes_principale_leva_junto_uma_viagem,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Whats_moema_teste_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,"rec_topo_int_regioes_principale_leva_junto_uma_viagem - errada",0,0,0,,,0,,0,reach,,,,0
2021-10-31,2021-10-31,Vegano_Meio_Conv_curtidores_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,trafego_delivery_clique_rappi,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Vegano_Meio_Conv_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,conversão_site_transição_rappi,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Vegano_Meio_Engaj_Trafego_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,conversão_rappi_transição_rappi,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Vegano_Topo_Trafego_LP_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,traf_site_meio_lal,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Vegano_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,delivery_fundo_conv_RMKT_rappi,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Vegano_Topo_Alcance_interesses_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,delivery_meio_conv_LAL_rappi,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Delivery_Meio_Engaj_Trafego_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,delivery_fundo_conv_RMKT_teste_horário,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_perf_meio_aon_mkt-places-delivery_x_conv_lead_x,543505,1.06864,580811,2933,0.504984,8.516626,1.686516,910,actions:offsite_conversion.fb_pixel_purchase,5.4357692307692,0.31128537,6.34987163,4946.55
2021-10-31,2021-10-31,delivery_meio_conv_LAL_teste_horário,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Delivery_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,delivery_meio_conv_LAL_teste,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Delivery_Topo_Alcance_interesses_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,delivery_fundo_conv_RMKT_teste,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Delivery_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,principale_dolce_far_niente_topo,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_perf_fundo_aon_mkt-places-delivery_x_conv_lead_x,178992,1.191835,213329,1905,0.892987,12.103277,1.35537,,,,0,,2581.98
2021-10-31,2021-10-31,speciali_sabores_conv_RMKT_e_LAL,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,2021_geral_topo_aon_x_impulsionamento_engaj_engaj_tipo-p,30917,1.109519,34303,38,0.110777,7.268169,6.561053,,,,0,,249.32
2021-10-31,2021-10-31,supporto_ações_trafego_estabelecimento,0,0,0,,,0,,0,impressions,,,,0
2021-10-31,2021-10-31,rac_trafego_topo_lal_Interesses_saboresVerao_janeiro-2021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,Impulsionamento_Topo_reconhecimento_IGTV_062021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,rac_alcance_topo_amplo_saboresVerao_fevereiro-2021,0,0,0,,,0,,0,reach,,,,0
2021-10-31,2021-10-31,specialiSabores_conv_26052021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,rac_trafego_meio_rmkt_saboresVerao_janeiro-2021,0,0,0,,,0,,,,,,,0
2021-10-31,2021-10-31,principale_junino_fundo_24052021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,principale_junino_Meio_LAL_24/05/2021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_perf_meio_aon_mkt-places-casa_rappi-turbo_traf_clicks_tipo-p,23336,1.050609,24517,1284,5.237182,16.257699,0.310428,1284,actions:link_click,0.31042834890966,0.00077882,,398.59
2021-10-30,2021-10-30,principale_junino_topo_24052021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_brand_topo_sazonal_mkt-places-delivery_sabores-veganos_rec_impressions_supporto,257412,1.040227,267767,266,0.09934,1.940045,1.952932,12000,estimated_ad_recallers,0.04329,0.01503759,129.87,519.48
2021-10-30,2021-10-30,Topo_Reconhecimento_DiadasMaes_01/05/2021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_perf_fundo_mkt-places-casa_aon_rappi-turbo_conv_lead_tipo-p,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Teste1_Topo_Reconhecimento_PE_042021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_brand_topo_sazonal_mkt-places-delivery_cremino-em-dobro_rec_impressions_speciali,263546,1.036912,273274,226,0.082701,1.915221,2.315841,13500,estimated_ad_recallers,0.038768888888889,0,,523.38
2021-10-30,2021-10-30,Teste1_Fundo_Conv_CE_042021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_brand_topo_mkt-places-delivery_sazonal_dia-das-crianças_rec_impressions_interesses_tipo-m,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Vegano_Meio_Trafego_Engaj_042021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,conv_lp_semana_do_gelato,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Delivery_Meio_Trafego_Engaj_042021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,rec_topo_int_regioes_casquinha,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Delivery_Topo_Reconhecimento_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_perf_fundo_aon_x_wp_msg_chat_tipo-p,23357,1.07227,25045,191,0.762627,14.191655,1.86089,,,,0,,355.43
2021-10-30,2021-10-30,Vegano_Topo_Reconhecimento_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_brand_topo_aon_mkt-places-delivery_leva-junto-uma-viagem_rec_impressions_principale,207414,1.036131,214908,213,0.099112,1.873127,1.889906,10700,estimated_ad_recallers,0.037621495327103,0,,402.55
2021-10-30,2021-10-30,Vegano_Topo_Alcance_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_brand_topo_aon_mkt-places-delivery_primavera_rec_impressions_principale,289763,1.04591,303066,274,0.090409,2.008176,2.221204,12400,estimated_ad_recallers,0.049081451612903,0,,608.61
2021-10-30,2021-10-30,NovosProdutos_Topo_traf_itaim_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_brand_topo_mkt-places-delivery_sazonal_crocante-vegano_rec_impressions_speciali,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Vegano_Fundo_Conv_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,rec_topo_int_regioes_speciali_ninho_al_cafe,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Whats_moema_teste_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,rec_topo_int_regioes_principale_leva_junto_uma_viagem,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Vegano_Meio_Conv_curtidores_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,"rec_topo_int_regioes_principale_leva_junto_uma_viagem - errada",0,0,0,,,0,,0,reach,,,,0
2021-10-30,2021-10-30,Vegano_Meio_Conv_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,trafego_delivery_clique_rappi,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Vegano_Meio_Engaj_Trafego_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,conversão_site_transição_rappi,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Vegano_Topo_Trafego_LP_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,conversão_rappi_transição_rappi,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Vegano_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,traf_site_meio_lal,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Vegano_Topo_Alcance_interesses_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,delivery_fundo_conv_RMKT_rappi,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Delivery_Meio_Engaj_Trafego_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,delivery_meio_conv_LAL_rappi,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_perf_meio_aon_mkt-places-delivery_x_conv_lead_x,279843,1.064779,297971,1760,0.590662,9.29577,1.57379,616,actions:offsite_conversion.fb_pixel_purchase,4.4965422077922,0.35,5.21632768,2769.87
2021-10-30,2021-10-30,delivery_fundo_conv_RMKT_teste_horário,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Delivery_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,delivery_meio_conv_LAL_teste_horário,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Delivery_Topo_Alcance_interesses_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,delivery_meio_conv_LAL_teste,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,Delivery_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,delivery_fundo_conv_RMKT_teste,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_perf_fundo_aon_mkt-places-delivery_x_conv_lead_x,101395,1.118822,113443,1249,1.100993,14.912247,1.354436,,,,0,,1691.69
2021-10-30,2021-10-30,principale_dolce_far_niente_topo,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,2021_geral_topo_aon_x_impulsionamento_engaj_engaj_tipo-p,23162,1.084319,25115,35,0.139359,8.874378,6.368,,,,0,,222.88
2021-10-30,2021-10-30,speciali_sabores_conv_RMKT_e_LAL,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,rac_trafego_topo_lal_Interesses_saboresVerao_janeiro-2021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,supporto_ações_trafego_estabelecimento,0,0,0,,,0,,0,impressions,,,,0
2021-10-30,2021-10-30,rac_alcance_topo_amplo_saboresVerao_fevereiro-2021,0,0,0,,,0,,0,reach,,,,0
2021-10-30,2021-10-30,Impulsionamento_Topo_reconhecimento_IGTV_062021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,rac_trafego_meio_rmkt_saboresVerao_janeiro-2021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,specialiSabores_conv_26052021,0,0,0,,,0,,,,,,,0
2021-10-30,2021-10-30,principale_junino_fundo_24052021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,principale_junino_Meio_LAL_24/05/2021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_perf_meio_aon_mkt-places-casa_rappi-turbo_traf_clicks_tipo-p,17679,1.046496,18501,1225,6.621264,19.440571,0.293608,1225,actions:link_click,0.29360816326531,0,,359.67
2021-10-29,2021-10-29,principale_junino_topo_24052021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_brand_topo_sazonal_mkt-places-delivery_sabores-veganos_rec_impressions_supporto,213282,1.041541,222142,222,0.099936,2.042072,2.043378,10200,estimated_ad_recallers,0.044473529411765,0,,453.63
2021-10-29,2021-10-29,Topo_Reconhecimento_DiadasMaes_01/05/2021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_perf_fundo_mkt-places-casa_aon_rappi-turbo_conv_lead_tipo-p,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Teste1_Topo_Reconhecimento_PE_042021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_brand_topo_sazonal_mkt-places-delivery_cremino-em-dobro_rec_impressions_speciali,209747,1.044277,219034,192,0.087658,2.060913,2.351094,11300,estimated_ad_recallers,0.039947787610619,0.01041667,225.705,451.41
2021-10-29,2021-10-29,Teste1_Fundo_Conv_CE_042021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_brand_topo_mkt-places-delivery_sazonal_dia-das-crianças_rec_impressions_interesses_tipo-m,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Vegano_Meio_Trafego_Engaj_042021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,conv_lp_semana_do_gelato,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Delivery_Meio_Trafego_Engaj_042021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,rec_topo_int_regioes_casquinha,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Delivery_Topo_Reconhecimento_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_perf_fundo_aon_x_wp_msg_chat_tipo-p,22243,1.061502,23611,171,0.724239,15.385625,2.124386,,,,0,,363.27
2021-10-29,2021-10-29,Vegano_Topo_Reconhecimento_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_brand_topo_aon_mkt-places-delivery_leva-junto-uma-viagem_rec_impressions_principale,313360,1.031979,323381,265,0.081947,2.167598,2.645132,16600,estimated_ad_recallers,0.042226506024096,0,,700.96
2021-10-29,2021-10-29,Vegano_Topo_Alcance_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_brand_topo_aon_mkt-places-delivery_primavera_rec_impressions_principale,359758,1.069469,384750,360,0.093567,2.381027,2.544722,16100,estimated_ad_recallers,0.056900621118012,0,,916.1
2021-10-29,2021-10-29,NovosProdutos_Topo_traf_itaim_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_brand_topo_mkt-places-delivery_sazonal_crocante-vegano_rec_impressions_speciali,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Vegano_Fundo_Conv_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,rec_topo_int_regioes_speciali_ninho_al_cafe,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Whats_moema_teste_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,rec_topo_int_regioes_principale_leva_junto_uma_viagem,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Vegano_Meio_Conv_curtidores_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,"rec_topo_int_regioes_principale_leva_junto_uma_viagem - errada",0,0,0,,,0,,0,reach,,,,0
2021-10-29,2021-10-29,Vegano_Meio_Conv_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,trafego_delivery_clique_rappi,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Vegano_Meio_Engaj_Trafego_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,conversão_site_transição_rappi,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Vegano_Topo_Trafego_LP_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,conversão_rappi_transição_rappi,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Vegano_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,traf_site_meio_lal,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Vegano_Topo_Alcance_interesses_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,delivery_fundo_conv_RMKT_rappi,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Delivery_Meio_Engaj_Trafego_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,delivery_meio_conv_LAL_rappi,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_perf_meio_aon_mkt-places-delivery_x_conv_lead_x,364734,1.098044,400494,2318,0.578785,10.98823,1.898499,655,actions:offsite_conversion.fb_pixel_purchase,6.7186564885496,0.28257118,6.98526984,4400.72
2021-10-29,2021-10-29,delivery_fundo_conv_RMKT_teste_horário,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Delivery_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,delivery_meio_conv_LAL_teste_horário,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Delivery_Topo_Alcance_interesses_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,delivery_meio_conv_LAL_teste,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,Delivery_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,delivery_fundo_conv_RMKT_teste,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_perf_fundo_aon_mkt-places-delivery_x_conv_lead_x,135869,1.172975,159371,1590,0.997672,16.35743,1.63956,,,,0,,2606.9
2021-10-29,2021-10-29,principale_dolce_far_niente_topo,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,2021_geral_topo_aon_x_impulsionamento_engaj_engaj_tipo-p,24144,1.122722,27107,36,0.132807,10.835209,8.158611,,,,0,,293.71
2021-10-29,2021-10-29,speciali_sabores_conv_RMKT_e_LAL,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,rac_trafego_topo_lal_Interesses_saboresVerao_janeiro-2021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,supporto_ações_trafego_estabelecimento,0,0,0,,,0,,0,impressions,,,,0
2021-10-29,2021-10-29,rac_alcance_topo_amplo_saboresVerao_fevereiro-2021,0,0,0,,,0,,0,reach,,,,0
2021-10-29,2021-10-29,Impulsionamento_Topo_reconhecimento_IGTV_062021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,rac_trafego_meio_rmkt_saboresVerao_janeiro-2021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,specialiSabores_conv_26052021,0,0,0,,,0,,,,,,,0
2021-10-29,2021-10-29,principale_junino_fundo_24052021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,principale_junino_Meio_LAL_24/05/2021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,2021_perf_meio_aon_mkt-places-casa_rappi-turbo_traf_clicks_tipo-p,10056,1.025159,10309,779,7.556504,18.323795,0.24249,779,actions:link_click,0.24249037227214,0,,188.9
2021-10-28,2021-10-28,principale_junino_topo_24052021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,2021_brand_topo_sazonal_mkt-places-delivery_sabores-veganos_rec_impressions_supporto,151634,1.01406,153766,160,0.104054,1.90016,1.826125,7220,estimated_ad_recallers,0.040468144044321,0,,292.18
2021-10-28,2021-10-28,Topo_Reconhecimento_DiadasMaes_01/05/2021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,2021_perf_fundo_mkt-places-casa_aon_rappi-turbo_conv_lead_tipo-p,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Teste1_Topo_Reconhecimento_PE_042021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,2021_brand_topo_sazonal_mkt-places-delivery_cremino-em-dobro_rec_impressions_speciali,150861,1.06205,160222,141,0.088003,1.88657,2.143759,8140,estimated_ad_recallers,0.037133906633907,0.03546099,60.454,302.27
2021-10-28,2021-10-28,Teste1_Fundo_Conv_CE_042021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,2021_brand_topo_mkt-places-delivery_sazonal_dia-das-crianças_rec_impressions_interesses_tipo-m,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Vegano_Meio_Trafego_Engaj_042021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,conv_lp_semana_do_gelato,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Delivery_Meio_Trafego_Engaj_042021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,rec_topo_int_regioes_casquinha,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Delivery_Topo_Reconhecimento_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,2021_perf_fundo_aon_x_wp_msg_chat_tipo-p,19322,1.058845,20459,120,0.586539,14.671783,2.501417,,,,0,,300.17
2021-10-28,2021-10-28,Vegano_Topo_Reconhecimento_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,2021_brand_topo_aon_mkt-places-delivery_leva-junto-uma-viagem_rec_impressions_principale,241650,1.034778,250054,246,0.098379,2.045198,2.078902,12100,estimated_ad_recallers,0.042265289256198,0,,511.41
2021-10-28,2021-10-28,Vegano_Topo_Alcance_interesses_042021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,2021_brand_topo_aon_mkt-places-delivery_primavera_rec_impressions_principale,362213,1.069547,387404,386,0.099638,2.299615,2.307979,15200,estimated_ad_recallers,0.058610526315789,0,,890.88
2021-10-28,2021-10-28,NovosProdutos_Topo_traf_itaim_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,2021_brand_topo_mkt-places-delivery_sazonal_crocante-vegano_rec_impressions_speciali,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Vegano_Fundo_Conv_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,rec_topo_int_regioes_speciali_ninho_al_cafe,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Whats_moema_teste_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,rec_topo_int_regioes_principale_leva_junto_uma_viagem,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Vegano_Meio_Conv_curtidores_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,"rec_topo_int_regioes_principale_leva_junto_uma_viagem - errada",0,0,0,,,0,,0,reach,,,,0
2021-10-28,2021-10-28,Vegano_Meio_Conv_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,trafego_delivery_clique_rappi,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Vegano_Meio_Engaj_Trafego_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,conversão_site_transição_rappi,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Vegano_Topo_Trafego_LP_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,conversão_rappi_transição_rappi,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Vegano_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,traf_site_meio_lal,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Vegano_Topo_Alcance_interesses_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,delivery_fundo_conv_RMKT_rappi,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Delivery_Meio_Engaj_Trafego_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,delivery_meio_conv_LAL_rappi,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,2021_perf_meio_aon_mkt-places-delivery_x_conv_lead_x,381605,1.115444,425659,1900,0.446367,12.646461,2.8332,405,actions:offsite_conversion.fb_pixel_purchase,13.291555555556,0.21315789,14.5096496,5383.08
2021-10-28,2021-10-28,delivery_fundo_conv_RMKT_teste_horário,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,Delivery_Topo_Engaj_LAL_032021,0,0,0,,,0,,,,,,,0
2021-10-28,2021-10-28,delivery_meio_conv_LAL_teste_horário,0,0,0,,,0,,,,,,,0
